5;0;abusa;3;0.000556;4
5;0;abuse;0;0.091214;4
5;0;abuse;1;0.062303;5
5;0;abuse;2;0.000806;5
5;0;abuse;3;0.000658;3
5;0;abyme;0;0.091939;4
5;0;abyme;1;0.061976;4
5;0;abyme;2;0.000812;5
5;0;abyme;3;0.000586;5
5;0;acces;0;0.164761;4
5;0;acces;1;0.024225;3
5;0;acces;2;0.000754;6
5;0;acces;3;0.000590;2
5;0;accro;0;0.167943;3
5;0;accro;1;0.033302;4
5;0;accro;2;0.000721;4
5;0;accro;3;0.000564;3
5;0;accru;0;0.168358;4
5;0;accru;1;0.032715;4
5;0;accru;2;0.000615;4
5;0;accru;3;0.000577;4
5;0;accus;0;0.692645;3
5;0;accus;1;0.266371;4
5;0;accus;2;0.000798;5
5;0;accus;3;0.000586;3
5;0;acere;0;0.041007;3
5;0;acere;1;0.001372;2
5;0;acere;2;0.000613;3
5;0;acere;3;0.000607;3
5;0;achat;0;0.108530;4
5;0;achat;1;0.265039;5
5;0;achat;2;0.000830;6
5;0;achat;3;0.000610;2
5;0;aches;0;0.165423;4
5;0;aches;1;0.024901;4
5;0;aches;2;0.001065;7
5;0;aches;3;0.000782;3
5;0;acide;0;0.017969;4
5;0;acide;1;0.063482;5
5;0;acide;2;0.000926;4
5;0;acide;3;0.000611;4
5;0;acier;0;0.004377;3
5;0;acier;1;0.006866;4
5;0;acier;2;0.000637;3
5;0;acier;3;0.000610;3
5;0;acnes;0;0.160860;3
5;0;acnes;1;0.024328;5
5;0;acnes;2;0.000763;4
5;0;acnes;3;0.000586;4
5;0;acote;0;0.010709;3
5;0;acote;1;0.062433;4
5;0;acote;2;0.000722;3
5;0;acote;3;0.000653;5
5;0;acoup;0;0.675762;3
5;0;acoup;1;0.271593;4
5;0;acoup;2;0.000835;5
5;0;acoup;3;0.000587;3
5;0;acres;0;0.017544;3
5;0;acres;1;0.004002;3
5;0;acres;2;0.000632;4
5;0;acres;3;0.000632;5
5;0;actes;0;0.055654;3
5;0;actes;1;0.024999;6
5;0;actes;2;0.000812;5
5;0;actes;3;0.000659;6
5;0;actif;0;0.008517;3
5;0;actif;1;0.274675;4
5;0;actif;2;0.000841;5
5;0;actif;3;0.000595;4
5;0;adage;0;0.091667;4
5;0;adage;1;0.055393;4
5;0;adage;2;0.000675;5
5;0;adage;3;0.000561;2
5;0;adent;0;0.055517;3
5;0;adent;1;0.007426;3
5;0;adent;2;0.000620;4
5;0;adent;3;0.000585;2
5;0;adhoc;0;0.681832;3
5;0;adhoc;1;0.272070;5
5;0;adhoc;2;0.000952;5
5;0;adhoc;3;0.000635;3
5;0;adieu;0;0.020308;3
5;0;adieu;1;0.020225;3
5;0;adieu;2;0.000688;3
5;0;adieu;3;0.000657;3
5;0;adira;0;0.037591;3
5;0;adira;1;0.032868;3
5;0;adira;2;0.000685;3
5;0;adira;3;0.000553;2
5;0;adjas;0;0.683101;4
5;0;adjas;1;0.263312;4
5;0;adjas;2;0.000866;6
5;0;adjas;3;0.000653;2
5;0;admet;0;0.054961;4
5;0;admet;1;0.021078;4
5;0;admet;2;0.000936;4
5;0;admet;3;0.000636;3
5;0;admis;0;0.027289;4
5;0;admis;1;0.264459;4
5;0;admis;2;0.001034;5
5;0;admis;3;0.000719;3
5;0;admit;0;0.008269;3
5;0;admit;1;0.272729;4
5;0;admit;2;0.001042;4
5;0;admit;3;0.000715;3
5;0;adobe;0;0.090528;4
5;0;adobe;1;0.061499;4
5;
